title;n_enrolled;institution;level;subject;language;course_length;price;currency;course_url;;;;;
deep learning fundamentals with keras;32140.0;ibm;intermediate;data analysis & statistics;en;5 weeks;99.0;usd;https://www.edx.org/course/deep-learning-fundamentals-with-keras;;;;;
existential well-being counseling: a person-centered experiential approach;48439.0;ku leuven university;introductory;humanities;en;12 weeks;49.0;usd;https://www.edx.org/course/existential-well-being-counseling-a-person-centere;;;;;
solid waste management;7668.0;world bank group;introductory;environmental studies;en;6 weeks;5.0;usd;https://www.edx.org/course/solid-waste-management;;;;;
retail fundamentals;37558.0;dartmouth college;intermediate;business & management;en;4 weeks;99.0;usd;https://www.edx.org/course/retail-fundamentals;;;;;
greatest unsolved mysteries of the universe;93965.0;australian national university;intermediate;physics;en;9 weeks;50.0;usd;https://www.edx.org/course/greatest-unsolved-mysteries-of-the-universe;;;;;
money markets; foreign exchange and time value of money;12230.0;nyif;introductory;economics & finance;en;4 weeks;199.0;usd;https://www.edx.org/course/money-markets-foreign-exchange-and-time-value-of-m;;;;
gestiï¿½ï¿½n de contenidos digitales y marketing turï¿½ï¿½stico d;14627.0;pontificia universidad javeriana;introductory;communication;es;4 weeks;49.0;usd;https://www.edx.org/course/gestion-de-contenidos-digitales-y-marketing-turist;;;;;
designing the user experience;6416.0;the university of maryland, college park-university system of maryland;introductory;business & management;en;4 weeks;199.0;usd;https://www.edx.org/course/designing-the-user-experience;;;;;
introduction to bioconductor;36370.0;harvard university;intermediate;data analysis & statistics;en;4 weeks;149.0;usd;https://www.edx.org/course/introduction-to-bioconductor-annotation-and-analys;;;;;
connected strategy;10355.0;the wharton school of the university of pennsylvania;intermediate;business & management;en;6 weeks;199.0;usd;https://www.edx.org/course/connected-strategy-2;;;;;
hybridï¿½ï¿½vehi;18294.0;chalmers university of technology;advanced;engineering;en;6 weeks;249.0;usd;https://www.edx.org/course/hybrid-vehicles;;;;;
first nights - handel's messiahï¿½ï¿½and baroque orat;18029.0;harvard university;introductory;humanities;en;3 weeks;49.0;usd;https://www.edx.org/course/first-nights-handels-messiah-and-baroque-oratorio;;;;;
statistical inference and modeling for high-throughput experiments;51590.0;harvard university;intermediate;data analysis & statistics;en;4 weeks;149.0;usd;https://www.edx.org/course/statistical-inference-and-modeling-for-high-throug;;;;;
first nights - monteverdiï¿½ï¿½ï¿½s lï¿½ï¿½ï¿½orfeo and the bi;13300.0;harvard university;introductory;humanities;en;3 weeks;49.0;usd;https://www.edx.org/course/first-nights-monteverdis-lorfeo-and-the-birth-of-o;;;;;
18th-century opera: handel & mozart;18331.0;harvard university;introductory;music;en;5 weeks;99.0;usd;https://www.edx.org/course/18th-century-opera-handel-mozart;;;;;
introduction to video game development with unity;7605.0;universitat politï¿½ï¿½cnica de vale;intermediate;computer science;en;6 weeks;50.0;usd;https://www.edx.org/course/introduction-to-video-game-development-with-unity;;;;;
best practices for project management success;46610.0;rochester institute of technology;intermediate;business & management;en;11 weeks;150.0;usd;https://www.edx.org/course/best-practices-for-project-management-success;;;;;
fundamentos de la tecnologï¿½ï¿½a blockc;5473.0;pontificia universidad javeriana;introductory;economics & finance;es;5 weeks;49.0;usd;https://www.edx.org/course/fundamentos-de-la-tecnologia-blockchain;;;;;
informaciï¿½ï¿½n financiera y su anï¿½;5473.0;tecnolï¿½ï¿½gico de monte;advanced;economics & finance;es;4 weeks;49.99;usd;https://www.edx.org/course/informacion-financiera-y-su-analisis;;;;;
coaching skills for learner-centred conversations;8089.0;imperial college london;introductory;education & teacher training;en;4 weeks;49.0;usd;https://www.edx.org/course/coaching-skills-for-educators;;;;;
intellectual property law and policy: part 1;43993.0;university of pennsylvania;intermediate;law;en;6 weeks;169.0;usd;https://www.edx.org/course/intellectual-property-law-and-policy-part-1;;;;;
robotics;68199.0;columbia university;advanced;computer science;en;10 weeks;249.0;usd;https://www.edx.org/course/robotics-2;;;;;
la gestion des ressources humaines;6824.0;hec montrï¿½ï;introductory;business & management;fr;7 weeks;99.0;usd;https://www.edx.org/course/la-gestion-des-ressources-humaines-2;;;;;
writing for social justice;9927.0;university of california, berkeley;introductory;humanities;en;4 weeks;50.0;usd;https://www.edx.org/course/writing-for-social-justice;;;;;
steps in japanese for beginners1 part2;8080.0;waseda university;introductory;language;en;5 weeks;99.0;usd;https://www.edx.org/course/steps-in-japanese-for-beginners1-part2-2;;;;;
case studies in functional genomics;26850.0;harvard university;advanced;data analysis & statistics;en;5 weeks;149.0;usd;https://www.edx.org/course/case-studies-in-functional-genomics;;;;;
essential career skills for investment banking and finance;11655.0;nyif;introductory;business & management;en;2 weeks;49.0;usd;https://www.edx.org/course/essential-career-skills-for-investment-banking-and;;;;;
data structures and software design;30609.0;university of pennsylvania;intermediate;computer science;en;4 weeks;149.0;usd;https://www.edx.org/course/data-structures-and-software-design;;;;;
unconscious bias: from awareness to action;26659.0;catalyst;introductory;communication;en;3 weeks;49.0;usd;https://www.edx.org/course/unconscious-bias-from-awareness-to-action-2;;;;;
cybersecurity for critical urban infrastructure;5306.0;massachusetts institute of technology;advanced;computer science;en;4 weeks;100.0;usd;https://www.edx.org/course/cybersecurity-clinic;;;;;
agile process; project; and program controls;16339.0;the university of maryland, college park-university system of maryland;advanced;engineering;en;4 weeks;199.0;usd;https://www.edx.org/course/agile-for-project-control-2;;;
risk management in development projects;13263.0;inter-american development bank;intermediate;business & management;en;10 weeks;25.0;usd;https://www.edx.org/course/risk-management-in-development-projects;;;;;
pintura europea: leonardo; rembrandt; goya;32635.0;universidad carlos iii de madrid;introductory;humanities;es;7 weeks;29.0;usd;https://www.edx.org/course/pintura-europea-leonardo-rembrandt-goya;;;
risk & return;21970.0;columbia university;introductory;business & management;en;4 weeks;225.0;usd;https://www.edx.org/course/risk-return;;;;;
project management of engineering projects: preparing for success;42834.0;delft university of technology;intermediate;business & management;en;10 weeks;99.0;usd;https://www.edx.org/course/project-management-of-engineering-projects-prepari;;;;;
supply chain dynamics;75464.0;massachusetts institute of technology;advanced;business & management;en;13 weeks;299.0;usd;https://www.edx.org/course/supply-chain-dynamics;;;;;
aws developer: building on aws;54249.0;amazon web services;advanced;computer science;en;6 weeks;149.0;usd;https://www.edx.org/course/aws-developer-building-on-aws;;;;;
financial accounting made fun: eliminating your fears;36787.0;babson college;introductory;business & management;en;4 weeks;199.0;usd;https://www.edx.org/course/financial-accounting-made-fun-eliminating-your-fea;;;;;
predictionx: john snow and the cholera epidemic of 1854;17713.0;harvard university;introductory;history;en;1 weeks;25.0;usd;https://www.edx.org/course/predictionx-john-snow-and-the-cholera-epidemic-of;;;;;
gestiï¿½ï¿½n de operaci;9512.0;universidad nacional de cï¿½ï¿½r;introductory;business & management;es;6 weeks;119.0;usd;https://www.edx.org/course/gestion-de-operaciones;;;;;
microeconomics & business;10962.0;doane university;introductory;economics & finance;en;8 weeks;79.0;usd;https://www.edx.org/course/microeconomics-business;;;;;
inteligencia artificial: chatbots sin programaciï¿½;5001.0;ibm;introductory;computer science;es;2 weeks;49.0;usd;https://www.edx.org/course/inteligencia-artificial-chatbots-sin-programacion;;;;;
diseï¿½ï¿½o e innovaciï¿½ï¿½n de modelo de ;7180.0;tecnolï¿½ï¿½gico de monte;advanced;business & management;es;4 weeks;99.0;usd;https://www.edx.org/course/diseno-e-innovacion-de-modelo-de-negocios;;;;;
unlocking investment and finance in emerging markets and developing economies (emdes);29171.0;world bank group;introductory;economics & finance;en;4 weeks;5.0;usd;https://www.edx.org/course/unlocking-investment-and-finance-in-emerging-marke;;;;;
business communication;;rochester institute of technology;introductory;communication;en;3 weeks;199.0;usd;https://www.edx.org/course/business-communication-3;;;;;
gestï¿½ï¿½o de riscos em proj;8771.0;inter-american development bank;intermediate;business & management;pt;10 weeks;25.0;usd;https://www.edx.org/course/gestao-de-riscos-em-projetos-de-desenvolvimento;;;;;
vocal recording technology;52369.0;berklee college of music;introductory;engineering;en;6 weeks;49.0;usd;https://www.edx.org/course/berkleex-vocal-recording-technology;;;;;
agua 2.0: empresas eficientes para el siglo xxi;;inter-american development bank;introductory;business & management;es;8 weeks;25.0;usd;https://www.edx.org/course/agua-20-empresas-eficientes-para-el-siglo-xxi;;;;;
iot sensors and devices;33072.0;curtin university;introductory;computer science;en;5 weeks;199.0;usd;https://www.edx.org/course/iot-sensors-and-devices;;;;;
introducciï¿½ï¿½n a las tecnologï¿½ï¿½as para la ed;31533.0;universitat politï¿½ï¿½cnica de vale;introductory;computer science;es;5 weeks;49.0;usd;https://www.edx.org/course/introduccion-a-las-tecnologias-para-la-educacion;;;;;
fundamentos de la guitarra elï¿½ï¿½ctrica y acï¿½;13124.0;berklee college of music;introductory;music;es;6 weeks;49.0;usd;https://www.edx.org/course/fundamentos-de-la-guitarra-electrica-y-acustica;;;;;
e-learning on digital agriculture;6238.0;world bank group;introductory;environmental studies;en;5 weeks;5.0;usd;https://www.edx.org/course/e-learning-on-digital-agriculture;;;;;
exploring graphql: a query language for apis;9503.0;the linux foundation;introductory;computer science;en;7 weeks;149.0;usd;https://www.edx.org/course/exploring-graphql-a-query-language-for-apis;;;;;
emsat english preparation - level 2;7346.0;united arab emirates university;intermediate;language;en;6 weeks;49.0;usd;https://www.edx.org/course/emsat-english-preparation-level-2;;;;;
the data science method;7868.0;ibm;introductory;data analysis & statistics;en;7 weeks;39.0;usd;https://www.edx.org/course/data-science-method;;;;;
plato; socrates; and the birth of western philosophy | ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½;21291.0;tsinghua university;introductory;humanities;en;16 weeks;49.0;usd;https://www.edx.org/course/plato-socrates-and-the-birth-of-western-philosophy;;;
cosmic rays; dark matter; and the mysteries of the universe;12888.0;waseda university;intermediate;physics;en;4 weeks;49.0;usd;https://www.edx.org/course/cosmic-rays-dark-matter-and-the-mysteries-of-the-2;;;
macroeconomic diagnostics;23408.0;the international monetary fund;intermediate;economics & finance;en;6 weeks;25.0;usd;https://www.edx.org/course/macroeconomic-diagnostics;;;;;
biostatistics;14937.0;doane university;introductory;biology & life sciences;en;8 weeks;79.0;usd;https://www.edx.org/course/biostatistics-2;;;;;
results-based project management: monitoring and evaluation;32810.0;wits university;intermediate;business & management;en;8 weeks;199.0;usd;https://www.edx.org/course/results-based-project-management-monitoring-and-ev;;;;;
estrategias y estilos de negociaciï¿½;12639.0;tecnolï¿½ï¿½gico de monte;introductory;business & management;es;4 weeks;149.0;usd;https://www.edx.org/course/estrategias-y-estilos-de-negociacion;;;;;
polï¿½ï¿½ticas efectivas de desarrollo infa;64387.0;inter-american development bank;intermediate;social sciences;es;10 weeks;25.0;usd;https://www.edx.org/course/politicas-efectivas-de-desarrollo-infantil;;;;;
alzheimerï¿½ï¿½ï¿½s disease & dementi;5763.0;salisbury university-university system of maryland;intermediate;medicine;en;5 weeks;49.0;usd;https://www.edx.org/course/alzheimers-disease-dementia-care;;;;;
understanding classroom interaction;27114.0;university of pennsylvania;introductory;education & teacher training;en;5 weeks;49.0;usd;https://www.edx.org/course/understanding-classroom-interaction;;;;;
sign language science: emergence and evolution of sign language;8313.0;georgetown university;introductory;language;en;4 weeks;99.0;usd;https://www.edx.org/course/emergence-and-evolution-of-sign-language;;;;;
