course_title,url,price,num_subscribers,level,content_duration,subject,language
Instant Harmonica - play the groovy Beatles Yesterday today!,https://www.udemy.com/instant-harmonica-play-the-groovy-beatles-yesterday-today/,40,295,For all,1.0,Musical Instruments,en
Beginner Guitar Quick-Start Course,https://www.udemy.com/learn-guitar-in-30-minutes/,0,2084,Introductory,1.0,Musical Instruments,de
Mike G's Beginner Drum Course: Part 1,https://www.udemy.com/drumlessons/,35,515,Introductory,3.0,Musical Instruments,de
Guitar for Beginners - Learn the Basics,https://www.udemy.com/learnguitar/,20,1026,Introductory,0.5166666666666666,Musical Instruments,en
How To Play The Djembe: For Beginners,https://www.udemy.com/how-to-play-the-djembe-for-beginners/,30,414,For all,1.0,Musical Instruments,en
Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,https://www.udemy.com/blues-guitar-magic-volume-1/,45,198,For all,2.5,Musical Instruments,fr
Beginner Guitar - 38 Easy Lessons You Needs to Get Started,https://www.udemy.com/beginner-guitar-8-lessons-everyone-needs/,40,250,Introductory,3.0,Musical Instruments,en
Bass Guitar Lessons For Beginners,https://www.udemy.com/the-music-coach-online-bass-guitar-lesson-program/,95,180,Introductory,2.5,Musical Instruments,de
Pure Pentatonic Power: Rock and Blues Guitar Soloing,https://www.udemy.com/pure-pentatonic-power-a-masterclass-in-rock-and-blues/,50,128,For all,2.0,Musical Instruments,en
Rock Drumset Grooves: Level 1,https://www.udemy.com/rock-drumset-grooves-101/,20,709,Introductory,2.0,Musical Instruments,nl
Guitar: The Next Level,https://www.udemy.com/guitar-the-next-level/,55,117,Introductory,1.0,Musical Instruments,en
Learn to Play Euphonium: Beginner to Pro in Under Five Hours,https://www.udemy.com/beginning-euphonium/,50,305,Introductory,7.0,Musical Instruments,en
Learn Oud 1 (No Prior Music Knowledge Required!),https://www.udemy.com/learn-oud/,20,153,Introductory,3.5,Musical Instruments,en
Instant Harmonica - play Dylan's Blowing in the Wind today!,https://www.udemy.com/instant-harmonica-play-dylans-blowing-in-the-wind-today/,20,81,For all,1.0,Musical Instruments,en
Improvise On The Piano In 30 Minutes,https://www.udemy.com/improvise-on-the-piano-in-30-minutes/,40,85,Introductory,1.5,Musical Instruments,en
Cajon Step-by-Step: Beginner > Intermediate > Advanced,https://www.udemy.com/cajon-step-by-step/,35,73,For all,3.0,Musical Instruments,en
Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,https://www.udemy.com/blues-guitar-lessons-volume-2-slow-blues-essentials/,45,178,For all,2.0,Musical Instruments,ca
Instant Harmonica - play the gorgeous Skye Boat Song now!,https://www.udemy.com/instant-harmonica-play-the-gorgeous-skye-boat-song-now/,20,122,Introductory,0.6333333333333333,Musical Instruments,en
Learn to Play Trombone: Go From Beginner to Pro in No Time!,https://www.udemy.com/intermediate-trombone/,50,402,For all,7.5,Musical Instruments,en
FingerstyleGuitar by Jacques Stotzem - Basic Level,https://www.udemy.com/basic-fingerstyleguitar-jacques-stotzem/,30,119,For all,1.5,Musical Instruments,en
Instant Harmonica - play two Star Wars themes in 30 minutes ,https://www.udemy.com/instant-harmonica-play-two-star-wars-themes-in-30-minutes/,20,605,Introductory,0.7,Musical Instruments,en
Play Piano To-day! - Beginner Piano Lessons For Busy People!,https://www.udemy.com/piano-for-busy-people/,100,476,Introductory,4.0,Musical Instruments,en
Learn to Play the Flute: Beginner to Pro in Under Five Hours,https://www.udemy.com/beginnerflute/,50,707,Introductory,7.0,Musical Instruments,en
Play Piano 7: Improvise on For All We Know in F Key by Ear,https://www.udemy.com/play-piano-7-improvise-on-for-all-we-know-in-f-key-by-ear/,50,438,For all,1.5,Musical Instruments,en
World's Fastest Piano Method - The Piano Revolution!,https://www.udemy.com/decplay-the-fastest-way-to-learn-piano/,95,1199,Introductory,2.0,Musical Instruments,en
Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,https://www.udemy.com/trumpet-a-beginners-guide/,50,966,Introductory,7.5,Musical Instruments,en
Learn to Play Clarinet: Beginner to Pro in Under Five Hours,https://www.udemy.com/clarinet-a-beginners-guide/,50,877,Introductory,6.0,Musical Instruments,en
"Learn To Play The Piano Using Pop, R&B and Gospel Chords",https://www.udemy.com/learn-to-play-the-piano-using-pop-rb-and-gospel-chords/,50,1504,For all,0.6833333333333333,Musical Instruments,en
Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,https://www.udemy.com/play-by-ear-4-play-many-songs-by-ear-with-3-chords-sing/,95,1064,For all,2.5,Musical Instruments,en
Worship Piano: From Beginner to Pro,https://www.udemy.com/worship-piano-from-beginner-to-pro/,80,117,For all,3.0,Musical Instruments,en
Easy to play Christmas Songs for Guitar,https://www.udemy.com/howtoplaychristmassongsontheguitar/,100,1229,For all,0.5,Musical Instruments,en
Ultimate Blues Guitar Beginner Lessons,https://www.udemy.com/ultimate-blues-guitar-beginners-course/,20,922,Introductory,10.5,Musical Instruments,fr
How to Play Piano - Your First Lesson!,https://www.udemy.com/how-to-play-piano-course/,0,662,Introductory,0.5166666666666666,Musical Instruments,en
Playing Piano : Reading and Playing Classical Tunes Vol.I,https://www.udemy.com/piano-playing-beggining-the-journey/,50,1732,Introductory,2.0,Musical Instruments,en
Blues School! A Course For Beginners in Blues Piano & Improv,https://www.udemy.com/blues-piano-improvisation-amaze-yourself/,120,326,For all,3.0,Musical Instruments,en
Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,https://www.udemy.com/learn-piano-christmas-song-2-play-dreamy-silver-bells/,80,1284,For all,2.0,Musical Instruments,en
31 Day Guitar Challenge,https://www.udemy.com/31dayguitar/,40,1029,Introductory,3.5,Musical Instruments,en
Percussive Fingerstyle Guitar,https://www.udemy.com/percussive-fingerstyle-course/,50,886,Intermediate,1.5,Musical Instruments,en
Learn to Play Saxophone: Beginner to Pro in Under Four Hours,https://www.udemy.com/saxophone-a-beginners-guide/,50,1213,Introductory,5.0,Musical Instruments,en
"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",https://www.udemy.com/bassguitar/,100,1605,Introductory,2.0,Musical Instruments,en
Guitar Insanity Workout - Eatmystrings!,https://www.udemy.com/eatmystrings-guitar-insanity-workout/,50,2673,For all,2.5,Musical Instruments,en
Playing Piano:  Play Chords and Popular Pieces Vol.I,https://www.udemy.com/playing-piano-i-play-chords-and-popular-pieces/,100,1987,Introductory,3.0,Musical Instruments,en
Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,https://www.udemy.com/guitar-chord-riot-learn-to-play-guitar-like-a-guitar-jedi/,75,1052,Intermediate,0.5,Musical Instruments,en
Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,https://www.udemy.com/beginner-electric-guitar/,50,1548,Introductory,2.0,Musical Instruments,en
Guitar Fretboard Mastery for the Blues Guitarist,https://www.udemy.com/fretboard-mastery-for-the-blues-guitarist/,20,257,For all,1.0,Musical Instruments,en
Quick & Easy Piano Chords: Play more songs with more chords,https://www.udemy.com/quick-and-easy-piano-chords/,55,1818,Introductory,2.5,Musical Instruments,en
Instant Harmonica - play Scarborough Fair in 8 easy lectures,https://www.udemy.com/instant-harmonica-play-scarborough-fair-in-8-easy-lectures/,40,543,Introductory,1.0,Musical Instruments,en
Piano With Willie: Blues n' Boogie Vol. 2,https://www.udemy.com/piano-with-willie-blues-n-boogie-vol-2/,40,95,Intermediate,2.5,Musical Instruments,af
Have Fun with Beginner Blues Piano,https://www.udemy.com/have-fun-with-beginner-blues-piano/,75,321,For all,2.5,Musical Instruments,en
Learn to Play Harp: Beginners Course,https://www.udemy.com/learn-to-play-harp-beginners-course/,0,408,Introductory,0.6833333333333333,Musical Instruments,en
Instant Harmonica - play this classic 8 bar blues tune!,https://www.udemy.com/instant-harmonica-play-trouble-in-mind-basic-8-bar-blues/,40,43,For all,1.0,Musical Instruments,en
Guitar Lessons - Learning The Neck - Fretboard Mastery,https://www.udemy.com/guitar-lessons-learning-the-neck-fretboard-mastery/,45,239,For all,6.0,Musical Instruments,en
Take your double bass drum technique to the next level,https://www.udemy.com/take-your-double-bass-drum-technique-to-the-next-level/,40,584,Intermediate,5.5,Musical Instruments,en
How To Play The Cajon: For Beginners,https://www.udemy.com/how-to-play-the-cajon-for-beginners/,30,144,For all,1.5,Musical Instruments,en
Slide Guitar- Slide Soloing Essentials,https://www.udemy.com/slide-guitar/,50,297,For all,3.0,Musical Instruments,ca
Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,https://www.udemy.com/learn-piano-8-use-augmented-chord-sub-whole-tone-scales/,60,1137,For all,1.0,Musical Instruments,en
Learn Acoustic Guitar for Worship,https://www.udemy.com/learn-acoustic-guitar-for-worship/,40,86,Introductory,2.0,Musical Instruments,en
Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,https://www.udemy.com/arrahman-hits/,70,98,Intermediate,2.5,Musical Instruments,en
Guitar Lessons: The Essential Beginner & Intermediate Course,https://www.udemy.com/guitar-lessons-the-essential-beginner-intermediate-course/,0,2566,For all,2.0,Musical Instruments,en
Instant Harmonica - play the groovy Irish Washerwoman now!,https://www.udemy.com/instant-harmonica-play-the-groovy-irish-washerwoman-now/,40,55,Introductory,1.0,Musical Instruments,en
Music Fundamentals: Learn Beatmaking with Pen Tapping,https://www.udemy.com/music-fundamentals-learn-beatmaking-with-pen-tapping/,200,537,For all,2.0,Musical Instruments,en
"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",https://www.udemy.com/learn-popular-piano-successfully-have-fun-making-music-now/,115,595,For all,2.0,Musical Instruments,en
Beginner Guitar Lessons by Paul Gronow,https://www.udemy.com/beginner-guitar-lessons-by-paul-gronow/,50,659,For all,3.5,Musical Instruments,en
Guitar Fretboard Secrets,https://www.udemy.com/guitar-fretboard-secrets/,55,186,Intermediate,2.0,Musical Instruments,ca
Learn to Play French Horn: Beginner to Pro Made the Easy Way,https://www.udemy.com/beginninghorn/,50,460,Introductory,8.0,Musical Instruments,en
150 Rock Guitar Licks You MUST Know,https://www.udemy.com/150-rock-guitar-licks-you-must-know/,45,252,For all,4.5,Musical Instruments,en
Didgeridoo - from zero to HERO! Part One - beginning,https://www.udemy.com/didgeridoo-beginners/,35,87,Introductory,3.0,Musical Instruments,en
Learn Piano Scales: Play any song in any key! Like Pro's do,https://www.udemy.com/learn-piano-scales/,50,1720,Introductory,2.5,Musical Instruments,en
Instant Harmonica - play the groovy Valens La Bamba now!,https://www.udemy.com/instant-harmonica-play-the-groovy-valens-la-bamba-now/,20,390,Introductory,0.7333333333333333,Musical Instruments,en
Blues Master - Beginner's Techniques Piano Course,https://www.udemy.com/blues-master-basic-techniques-piano-course/,0,2618,For all,1.5,Musical Instruments,fr
"How to play Djembe, Drums & Rhythm. Level 2",https://www.udemy.com/how-to-play-djembe-drums-rhythm-level-2/,40,390,Intermediate,2.0,Musical Instruments,en
Instant Harmonica - play Amazing Grace with grace and ease!,https://www.udemy.com/instant-harmonica-play-amazing-grace-with-grace-and-ease/,40,496,Introductory,1.0,Musical Instruments,en
Instant Harmonica - play Amazing Grace + Ode to Joy now!,https://www.udemy.com/instant-harmonica-play-amazing-grace-ode-to-joy-now/,40,341,For all,1.5,Musical Instruments,en
Play Thousands of Songs On The Guitar | Cheater Chords,https://www.udemy.com/how-to-play-any-song-on-the-guitar-secret-chords/,100,97,Introductory,1.0,Musical Instruments,en
Piano Improvisation from Day One,https://www.udemy.com/piano-improvisation-from-day-one/,20,1249,For all,3.0,Musical Instruments,en
Classical Guitar Essentials - The Basics Part 1,https://www.udemy.com/classical-guitar-essentials-the-basics-part1/,65,861,Introductory,4.5,Musical Instruments,ca
Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,https://www.udemy.com/learn-piano-7-learn-chromatic-chords-chromatic-scale-run/,60,973,For all,2.0,Musical Instruments,en
Play all major scales by ear - no notation required!,https://www.udemy.com/piano-major-scales/,40,868,Introductory,3.5,Musical Instruments,en
How to play in a local Irish music session with confidence,https://www.udemy.com/how-to-get-into-an-irish-music-session-with-confidence/,40,193,For all,1.0,Musical Instruments,en
The Total Beginner's Guitar Course,https://www.udemy.com/total-beginner-guitar-lessons/,0,9193,Introductory,1.5,Musical Instruments,en
Virtual Piano Lessons - A New Way To Learn Piano,https://www.udemy.com/virtual-piano-lessons-a-new-way-to-learn-piano/,50,5830,For all,1.0,Musical Instruments,en
16 Guitar Chords to Jam With - (Beginner - Intermediate),https://www.udemy.com/12-chords-to-jam-with/,20,1224,Introductory,1.0,Musical Instruments,en
Free Beginner Electric Guitar Lessons,https://www.udemy.com/beginner-electric-guitar-lessons/,0,101154,Introductory,4.5,Musical Instruments,en
101 Awesome Rockabilly Guitar Licks,https://www.udemy.com/101-awesome-rockabilly-guitar-licks/,40,407,Intermediate,2.5,Musical Instruments,en
A beginner`s guide to fingerpicking and strumming guitar',https://www.udemy.com/guitar-domination-fingerpicking-strumming-beginners/,0,3481,Introductory,2.0,Musical Instruments,en
"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",https://www.udemy.com/instant-harmonica-basic-12-bar-blues-course-easy-and-fun/,40,124,Introductory,1.0,Musical Instruments,en
Your First Course on Piano,https://www.udemy.com/introduction-to-piano-and-music/,70,2002,Introductory,4.0,Musical Instruments,en
Acoustic Guitar Basics,https://www.udemy.com/acoustic-guitar-basics/,0,14495,Introductory,2.0,Musical Instruments,ca
Cracking the Violin Code!,https://www.udemy.com/learnviolin/,120,746,For all,5.5,Musical Instruments,en
Instant Bodhran - part one; learn the basics of drumming now,https://www.udemy.com/instant-bodhran-learn-irish-drum-for-fun-and-in-sessions/,30,920,Introductory,1.0,Musical Instruments,en
"Play The Piano By Ear | Master Class, Learn By Doing",https://www.udemy.com/playing-piano-by-ear-master-course-learn-by-doing/,175,362,For all,2.5,Musical Instruments,en
Discover Classical Guitar Level 2   ,https://www.udemy.com/discover-classical-guitar-level-2/,75,927,Intermediate,11.5,Musical Instruments,it
Fingerpicking Classics - Great songs played fingerstyle!,https://www.udemy.com/fingerpicking-learn-fingerstyle-guitar-songs/,20,953,For all,2.0,Musical Instruments,en
6 Must Know Tricks to Successful Solos,https://www.udemy.com/6-secrets-to-successful-solos/,35,469,For all,4.0,Musical Instruments,en
CAGED System for Guitar (Guitar Lessons from Lutz Academy),https://www.udemy.com/caged-system-for-guitar/,50,450,For all,1.5,Musical Instruments,en
Learn the Violin - No Music Experience Necessary!,https://www.udemy.com/learn-the-violin-no-music-experience-necessary/,120,600,Introductory,3.0,Musical Instruments,en
Your Second Course on Piano: Two Handed Playing,https://www.udemy.com/learn-to-play-piano-level-1/,70,1018,Introductory,5.0,Musical Instruments,en
How to Design Your Own Guitar,https://www.udemy.com/how-to-design-your-own-guitar/,50,181,For all,5.0,Musical Instruments,en
How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,https://www.udemy.com/swing-acoustic-blues-guitar-lessons/,0,8240,Intermediate,1.5,Musical Instruments,en
Play Sonny Terry style on Harmonica and dazzle your friends!,https://www.udemy.com/benhewlettharmonicatuition60sonnyterryriffslevel1/,200,582,For all,5.5,Musical Instruments,en
